"NAME:","walk_5_1.csv"
"EXPERIMENT TIME:","25-05-22 15:16"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","100"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"10.121",".80","-4.31","1.45"
"10.123",".92","-5.73","2.86"
"10.124",".69","-8.87","3.49"
"10.126",".73","-12.40","2.75"
"10.128",".02","-8.75","9.81"
"10.13",".59","-14.20","12.75"
"10.132","-0.31","-16.83","-4.67"
"10.376",".86","-7.77","1.69"
"10.378",".61","-7.73","1.22"
"10.38",".81","-7.81","0.47"
"10.381",".55","-7.30","1.33"
"10.383",".04","-6.86","2.24"
"10.385",".78","-5.18","0.94"
"10.387",".94","-6.35","0.31"
"10.389",".92","-4.20","-0.12"
"10.634",".61","-4.86","0.04"
"10.636",".65","-5.26","0.47"
"10.638","5","-5.53","2.51"
"10.64",".10","-5.53","2.00"
"10.642",".12","-6.00","3.30"
"10.644",".69","-4.79","-0.86"
"10.645",".65","-7.77","2.20"
"10.648","9","-11.77","1.96"
"10.65",".81","-11.85","-1.26"
"10.895",".06","-12.51","-0.16"
"10.897",".84","-14.16","0.75"
"10.898","5.26","-14.16","4.63"
"10.9",".81","-9.14","1.49"
"10.902",".33","-5.69","0.51"
"10.904",".35","-3.02","-1.26"
"10.906",".67","-4.04","0.27"
"11.151",".04","-3.49","-0.39"
"11.153",".79","-2.79","1.33"
"11.155",".16","-3.61","3.10"
"11.157",".88","-4.79","4.47"
"11.159",".39","-6.43","-0.27"
"11.16",".94","-12.94","2.47"
"11.163","9","-10.59","9.53"
"11.165",".02","-9.73","11.38"
"11.166",".88","-17.85","4.59"
"11.412","0.12","-10.98","1.92"
"11.414",".88","-6.39","-2.47"
"11.416","7","-8.39","2.31"
"11.418",".94","-7.81","-0.63"
"11.42",".49","-7.92","1.73"
"11.665",".80","-6.35","1.84"
"11.668",".12","-3.30","-1.61"
"11.669",".51","-4.94","-0.39"
"11.671",".53","-5.22","0.59"
"11.673",".92","-6.39","3.37"
"11.675",".35","-6.47","1.92"
"11.677",".84","-7.18","4.67"
"11.679",".28","-4.35","-0.31"
"11.681",".28","-7.57","-0.04"
"11.928",".06","-14.00","0.86"
"11.93",".67","-12.47","-2.55"
"11.932",".06","-12.04","-2.43"
"11.934",".92","-15.10","1.14"
"11.936",".45","-15.46","7.53"
"11.937",".98","-7.02","0.24"
"11.939",".86","-4.67","1.33"
"12.186",".59","-3.02","-0.27"
"12.188",".77","-2.39","-2.00"
"12.19",".55","-3.57","0.71"
"12.192",".06","-1.88","0.08"
"12.194",".18","-3.06","2.55"
"12.196",".88","-6.32","3.61"
"12.197",".31","-7.81","4.59"
"12.199",".24","-13.53","4.94"
"12.201",".92","-8.87","9.57"
"12.451",".75","-9.77","9.26"
"12.453","2.43","-18.67","-11.45"
"12.457",".28","-12.04","1.22"
"12.462",".18","-9.22","0.71"
"12.464",".67","-7.92","1.73"
"12.467","0","-6.79","-2.24"
"12.468",".59","-6.00","1.80"
"12.47",".82","-5.57","1.49"
"12.719","1.14","-6.47","0.31"
"12.721",".47","-4.24","0.55"
"12.723","0","-4.51","-0.75"
"12.725",".10","-5.30","1.14"
"12.727",".71","-5.18","2.43"
"12.729",".59","-4.90","1.96"
"12.731","2.79","-6.67","3.18"
"12.733",".20","-4.16","-2.00"
"12.735","7.49","-6.55","1.69"
"12.983",".57","-11.41","1.06"
"12.985",".30","-11.96","0.00"
"12.989",".92","-10.79","-0.16"
"12.992","6","-13.85","0.75"
"12.995",".75","-14.36","4.90"
"12.997",".79","-11.02","3.80"
"12.999",".10","-4.98","0.20"
"13.001",".88","-3.06","-0.75"
"13.256","9","-3.53","-1.61"
"13.258",".92","-3.18","-0.08"
"13.26",".00","-1.69","1.02"
"13.262",".35","-3.02","3.92"
"13.264",".28","-5.33","4.59"
"13.266","1","-6.94","-0.90"
"13.268",".24","-14.95","1.77"
"13.269",".10","-7.88","10.63"
"13.526",".10","-9.69","13.06"
"13.527",".79","-19.65","-5.77"
"13.529","0.12","-14.28","3.30"
"13.531",".77","-7.41","-0.20"
"13.532",".71","-8.39","3.41"
"13.534",".69","-7.26","-2.63"
"13.536",".86","-6.90","0.78"
"13.537",".49","-5.73","2.35"
"13.539",".08","-7.22","1.45"
"13.789",".06","-6.90","3.96"
"13.798",".22","-4.12","-0.31"
"13.8",".63","-5.41","1.26"
"13.802","7","-4.71","2.63"
"13.804",".12","-6.24","3.84"
"13.806",".88","-5.06","2.94"
"13.807",".49","-7.02","2.82"
"13.809",".83","-8.04","3.45"
"14.06","3","-8.63","1.88"
"14.064",".41","-13.34","1.10"
"14.066",".71","-13.10","0.47"
"14.068",".04","-11.73","1.45"
"14.069",".37","-13.77","1.88"
"14.071",".10","-11.45","4.63"
"14.073",".49","-7.65","1.33"
"14.075",".00","-4.28","-0.27"
"14.323",".59","-3.22","-1.73"
"14.325",".73","-3.80","0.67"
"14.327","3","-2.98","0.35"
"14.329",".43","-2.04","2.31"
"14.331",".00","-4.43","4.47"
"14.333",".92","-4.90","0.78"
"14.335",".20","-10.67","3.69"
"14.337","8","-11.41","9.02"
"14.339",".57","-7.77","10.51"
"14.59",".16","-13.45","8.79"
"14.593","2.04","-17.77","-8.63"
"14.594",".96","-10.83","2.47"
"14.597","6","-6.98","0.31"
"14.598",".92","-6.83","0.55"
"14.6",".55","-7.49","-0.51"
"14.602",".43","-7.10","2.12"
"14.603","0.20","-5.10","-0.24"
"14.856","2","-6.75","1.33"
"14.858",".51","-4.90","2.00"
"14.86",".92","-4.71","-0.51"
"14.861",".63","-4.82","0.86"
"14.863",".71","-5.81","3.61"
"14.866","8","-5.30","1.33"
"14.867",".00","-7.41","4.20"
"14.869",".81","-3.96","-2.31"
"15.122",".51","-7.92","2.86"
"15.123",".49","-13.30","0.51"
"15.125",".94","-12.63","-0.75"
"15.127",".22","-10.59","-1.33"
"15.129",".88","-14.04","1.77"
"15.13",".49","-12.98","4.63"
"15.132",".10","-9.06","1.80"
"15.134",".35","-5.49","-0.39"
"15.388",".29","-2.98","-1.49"
"15.391",".77","-3.53","-0.90"
"15.393",".00","-4.31","1.06"
"15.395",".39","-2.47","1.53"
"15.397","2.79","-4.24","4.28"
"15.399",".53","-7.77","9.85"
"15.652",".96","-9.65","9.96"
"15.654",".38","-19.06","2.51"
"15.656",".24","-13.57","-0.55"
"15.657",".35","-6.32","-2.28"
"15.659",".04","-7.96","1.96"
"15.661","1","-8.12","-1.84"
"15.663",".92","-7.57","1.33"
"15.665",".75","-6.47","2.51"
"15.917",".00","-5.53","0.86"
"15.919",".86","-6.00","1.57"
"15.921",".26","-4.28","1.10"
"15.922",".14","-4.98","0.86"
"15.924",".16","-4.63","2.08"
"15.926",".49","-5.57","3.10"
"15.927","1.88","-7.14","3.53"
"15.929",".33","-7.61","1.37"
"16.182",".08","-5.77","2.39"
"16.184",".86","-9.41","2.98"
"16.186",".51","-12.75","-0.67"
"16.188",".71","-11.53","2.39"
"16.19","3","-11.57","-0.94"
"16.192",".94","-13.53","2.86"
"16.194",".18","-12.28","4.86"
"16.196",".37","-7.81","0.59"
"16.447",".28","-3.45","-1.45"
"16.449",".16","-4.39","0.63"
"16.451",".90","-3.02","-0.94"
"16.453",".06","-2.75","0.27"
"16.455",".49","-2.47","1.33"
"16.457",".98","-3.65","3.37"
"16.459",".88","-5.41","3.88"
"16.46",".24","-8.87","2.04"
"16.462",".28","-12.16","6.55"
"16.716",".83","-10.63","11.18"
"16.718",".94","-18.48","11.92"
"16.72","3.10","-13.14","-5.41"
"16.722",".22","-7.85","3.49"
"16.724",".49","-8.24","0.51"
"16.726",".30","-8.90","1.65"
"16.727",".63","-7.10","0.51"
"16.73","9","-5.41","1.33"
"16.985","0.51","-6.20","1.10"
"16.987",".67","-7.26","3.22"
"16.988",".43","-3.14","-1.18"
"16.99",".90","-4.31","-0.67"
"16.992",".83","-4.98","1.02"
"16.994",".20","-6.28","3.73"
"16.996",".26","-5.06","0.94"
"16.998",".79","-7.85","2.43"
"17.254",".24","-4.94","0.43"
"17.257",".75","-7.14","0.82"
"17.258",".10","-11.92","1.41"
"17.26",".75","-11.26","-0.82"
"17.262",".67","-11.57","-1.80"
"17.264","5.73","-14.44","0.90"
"17.266",".22","-14.44","5.26"
"17.267",".02","-9.41","1.69"
"17.269",".94","-5.69","-0.04"
"17.526",".92","-3.41","-1.10"
"17.528",".06","-3.30","0.24"
"17.53",".24","-2.79","-0.47"
"17.532",".16","-1.96","1.88"
"17.533",".71","-3.53","3.88"
"17.535",".75","-4.20","3.88"
"17.537",".90","-6.90","0.75"
"17.539","1","-13.93","1.14"
"17.797",".59","-7.92","11.65"
"17.799",".96","-11.49","10.08"
"17.801","1.06","-20.01","-10.83"
"17.803",".02","-10.43","6.59"
"17.805","5","-8.67","-2.35"
"17.807",".20","-8.71","2.63"
"17.809",".77","-5.92","-4.90"
"17.811",".33","-5.81","1.61"
"17.812","0.04","-5.14","-0.20"
"18.071","7","-7.26","0.67"
"18.073",".08","-5.10","3.10"
"18.075",".73","-2.98","-0.86"
"18.077",".55","-5.26","1.88"
"18.079",".18","-4.31","1.96"
"18.081",".45","-4.39","1.61"
"18.083",".79","-7.30","3.57"
"18.084",".77","-5.18","-0.98"
"18.341",".08","-6.12","3.61"
"18.343",".96","-9.53","2.90"
"18.345","0","-11.38","0.51"
"18.347",".14","-13.73","0.35"
"18.349",".84","-11.57","-2.98"
"18.351",".18","-13.69","4.82"
"18.353",".35","-10.36","3.45"
"18.355","1","-6.47","0.98"
"18.357",".47","-4.51","-0.12"
"18.622",".98","-4.24","0.78"
"18.624",".84","-3.02","-0.63"
"18.626","2.75","-1.26","-0.12"
"18.628","2","-2.04","2.67"
"18.63",".33","-4.63","3.18"
"18.632",".59","-6.20","0.75"
"18.634",".69","-11.92","2.94"
"18.635",".92","-11.30","4.98"
"18.899","8","-7.26","12.16"
"18.902",".89","-16.04","7.65"
"18.904","1.96","-17.22","-4.28"
"18.906",".24","-8.90","-1.53"
"18.908",".26","-9.02","2.31"
"18.91","6","-7.37","2.24"
"18.912",".16","-8.20","-0.78"
"18.914",".57","-6.16","1.61"
"18.916","0.08","-6.39","2.12"
"19.176",".63","-7.57","2.39"
"19.178","3","-3.57","-0.55"
"19.18",".18","-4.28","-0.86"
"19.183",".88","-5.18","0.59"
"19.184",".67","-4.79","3.30"
"19.186",".92","-5.61","1.06"
"19.188","2","-7.73","3.02"
"19.19",".10","-6.35","1.02"
"19.192",".14","-6.32","4.59"
"19.451",".16","-9.18","3.30"
"19.453","6.20","-10.79","-1.80"
"19.455",".61","-12.59","-0.90"
"19.456",".08","-14.40","1.73"
"19.458",".75","-14.59","3.33"
"19.46",".73","-10.75","2.71"
"19.462",".30","-7.06","1.02"
"19.464","2","-4.71","0.12"
"19.723",".14","-3.49","-1.88"
"19.726",".55","-4.43","0.51"
"19.727",".59","-2.63","0.78"
"19.729",".31","-2.75","2.43"
"19.732","6","-4.75","2.75"
"19.733",".53","-5.41","2.67"
"19.735",".43","-9.61","0.55"
"19.737",".55","-14.51","-0.04"
"19.739",".81","-7.53","9.89"
"20.001",".18","-11.30","9.45"
"20.003",".45","-18.87","-7.45"
"20.005","1.80","-9.53","-0.35"
"20.007",".80","-7.14","-1.84"
"20.009",".51","-9.65","3.84"
"20.011","0.16","-6.98","-2.67"
"20.013",".92","-6.79","1.53"
"20.014",".86","-5.88","1.92"
"20.016",".16","-7.02","-0.20"
"20.279",".12","-4.20","2.55"
"20.281","5","-3.14","-1.57"
"20.283",".08","-6.12","1.22"
"20.285",".67","-4.79","2.47"
"20.287",".57","-5.26","0.94"
"20.289",".16","-7.22","3.77"
"20.291","9","-5.33","-0.27"
"20.293",".94","-7.45","4.59"
"20.554",".51","-7.77","1.33"
"20.556",".35","-11.65","-2.28"
"20.558",".22","-11.45","0.51"
"20.561","0","-12.94","0.24"
"20.563",".06","-14.12","0.82"
"20.564",".79","-11.77","3.88"
"20.567",".39","-8.24","1.37"
"20.569","3","-3.49","-0.24"
"20.83",".71","-4.51","-0.20"
"20.832",".43","-2.67","0.59"
"20.835",".28","-1.37","0.75"
"20.84",".10","-3.53","1.57"
"20.844","6","-5.53","3.73"
"20.846",".33","-7.49","-0.16"
"20.848",".80","-15.26","0.47"
"20.85",".10","-7.81","9.96"
"21.112",".98","-11.96","7.96"
"21.115","8","-16.91","-8.87"
"21.117",".63","-10.16","3.30"
"21.119",".57","-6.35","-1.77"
"21.121",".51","-7.41","1.92"
"21.122","1.06","-7.26","-2.71"
"21.125","2","-6.86","2.39"
"21.127",".82","-5.73","1.92"
"21.129",".12","-7.18","0.20"
"21.392",".51","-4.20","0.04"
"21.394",".65","-4.90","0.12"
"21.396","7","-6.39","1.33"
"21.398",".33","-5.33","0.86"
"21.4",".18","-5.45","2.63"
"21.402",".33","-7.14","2.24"
"21.404",".20","-7.45","0.98"
"21.406","9","-5.10","1.06"
"21.408",".30","-7.85","1.14"
"21.672",".37","-12.08","-0.55"
"21.674",".43","-11.53","-0.94"
"21.676",".71","-12.08","-1.06"
"21.679","3","-15.18","2.35"
"21.681",".35","-13.02","4.71"
"21.683",".67","-8.04","1.73"
"21.685",".51","-5.18","-0.43"
"21.686",".14","-4.59","-0.39"
"21.952",".75","-3.92","-1.22"
"21.954","2.63","-3.30","-0.16"
"21.956",".88","-2.63","1.10"
"21.958",".39","-4.00","2.63"
"21.96",".04","-4.90","3.77"
"21.962",".55","-12.91","2.20"
"21.964",".37","-9.69","9.49"
"21.966",".53","-12.40","8.63"
"22.229",".96","-18.59","-1.96"
"22.231",".12","-11.06","-0.67"
"22.233",".71","-6.98","-1.06"
"22.235",".88","-8.71","2.08"
"22.237",".92","-6.16","-2.12"
"22.239",".10","-6.63","2.20"
"22.241",".55","-5.61","1.14"
"22.243","1.06","-6.71","0.47"
"22.244",".30","-7.14","4.24"
"22.509",".39","-2.82","-1.80"
"22.512",".14","-5.57","0.78"
"22.514",".08","-5.02","1.57"
"22.515",".92","-5.88","2.16"
"22.517",".06","-5.65","2.00"
"22.519",".94","-6.63","1.33"
"22.521",".57","-7.37","5.69"
"22.523",".47","-8.51","1.61"
"22.525",".43","-13.30","1.29"
"22.792",".98","-13.38","0.86"
"22.794",".37","-15.06","1.65"
"22.796",".61","-13.77","4.43"
"22.798","2","-10.36","3.33"
"22.8",".04","-5.77","0.20"
