NAME:,walk_4_1.csv,,
EXPERIMENT TIME:,25-05-22 18:12,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,90,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
28.081,-0.2,-3.1,13.89
28.111,-3.88,0.47,12.51
28.144,-2.2,-0.31,8.98
28.182,-2.35,-1.06,8.71
28.21,-0.71,-2.28,6.94
28.268,-0.94,-2.71,6.86
28.294,0.12,-3.06,7.26
28.341,1.29,-2.04,6.79
28.402,1.61,-1.8,7.61
28.441,2.24,-1.96,8
28.479,1.49,-1.18,8.9
28.497,4.98,-4.28,11.92
28.517,3.8,-1.69,12.67
28.548,2.31,-2.31,7.37
28.579,-4.35,-5.77,13.18
28.612,-5.96,-8.12,19.38
28.645,-1.61,2.59,12.43
28.679,-1.29,2.94,5.96
28.713,-0.59,-2.55,10.94
28.745,-1.65,-6.04,15.18
28.779,-2.79,-2.94,11.1
28.812,-1.73,1.14,6.47
28.843,-2.59,1.1,8.47
28.877,-2.04,0.2,8.28
28.912,-1.8,-0.63,9.57
28.945,-1.18,-0.35,8.75
28.978,-0.24,0.31,8.59
29.01,-1.02,0.43,8
29.041,-2.47,0.24,8.08
29.079,-2.47,-1.14,9.77
29.108,-1.65,-1.84,10.16
29.143,-3.41,0.43,11.38
29.176,-1.29,0.75,11.1
29.209,-2.28,1.61,11.06
29.24,-7.14,1.22,11.3
29.26,-10.47,-0.43,14.28
29.286,-2.24,-8.16,11.57
29.324,-3.73,-4.63,13.1
29.35,-2.86,2.08,13.26
29.383,-3.65,0.63,11.41
29.416,-2.9,-1.84,9.73
29.448,-3.02,-0.67,8.71
29.485,-1.06,-3.33,7.26
29.505,-0.08,-3.18,7.96
29.536,-0.27,-2.59,7.81
29.573,0.86,-2.08,6.71
29.601,1.41,-1.41,7.26
29.634,2.67,-1.45,7.88
29.671,2,-0.75,9.65
29.708,0.31,0.75,11.22
29.735,0.82,-0.12,10.59
29.773,5.33,-2.82,12.83
29.8,1.26,-3.73,9.65
29.833,-7.69,-8.43,17.81
30.297,-0.04,-7.06,16.28
30.798,-1.26,1.61,4.94
30.847,-3.53,2.55,9.57
30.868,-2.94,-1.45,12.2
30.875,-3.06,-0.55,8.55
30.876,1.61,-1.65,7.88
30.899,2.51,-2.04,10.04
30.934,1.22,-1.45,12.04
30.953,0.82,0.04,10.94
30.985,4.67,-2.31,11.85
31.021,2.75,-1.14,8.87
31.053,-4.04,-5.81,12.43
31.085,-4.24,-10.28,20.01
31.119,-0.59,2.35,10.2
31.152,-2.55,3.18,8.32
31.185,-3.8,-3.41,12.2
31.219,-2.51,-5.57,14.36
31.252,-3.06,-1.53,8.87
31.285,-2.2,-0.35,7.18
31.318,-1.96,-0.82,9.73
31.35,-2.75,-0.63,8.83
31.385,-1.18,0.04,7.69
31.418,-0.47,-0.16,8.39
31.451,-0.9,0.27,7.06
31.484,-1.14,-0.78,7.81
31.516,-3.61,-0.43,9.96
31.547,-1.84,-1.37,10.43
31.586,-3.22,-0.2,11.53
