NAME:,walk_4_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:45,,
ACTIVITY TYPE:,Walking,,
Count of actual steps:,98,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
265.76,7.77,-0.12,5.22
265.81,5.77,0.59,4.59
265.86,3.84,0.82,4.98
265.91,3.84,1.14,5.96
265.96,4.31,2.04,7.57
266.01,4.35,2.59,8.59
266.06,5.02,2.94,9.38
266.11,7.57,3.61,11.26
266.16,10.51,4,12.28
266.21,12.12,4.67,12.08
266.27,9.65,2.75,7.1
266.32,6.04,1.96,5.49
266.37,6.16,1.77,5.53
266.42,6.04,1.77,5.84
266.47,4.71,1.02,5.77
266.52,4.47,0.75,6.32
266.57,5.81,1.26,7.49
266.62,6.67,3.06,8.43
266.67,7.18,3.1,8.47
266.72,9.3,5.14,10.12
266.77,10.12,4.59,9.81
266.83,9.53,4.79,8.63
266.88,8.32,3.06,6.79
266.93,7.53,0.86,6.04
266.98,5.77,0.86,6.12
267.03,4.67,1.65,6.2
267.08,3.77,2.35,6.16
267.13,4.08,2.94,7.18
267.18,5.06,3.69,8.83
267.23,5.84,3.8,9.77
267.29,7.14,3.3,10.4
267.34,8.51,4.28,10.83
267.39,10.12,5.65,10.4
267.44,8.79,4.75,7.3
267.49,6.2,3.96,5.49
267.54,6.08,3.33,6.32
267.59,5.61,2.82,6.71
267.64,5.02,2.08,6.83
267.69,5.06,1.41,6.86
267.74,5.02,1.18,7.77
267.8,5.61,1.8,7.81
267.85,6.98,3.14,7.96
267.9,9.57,4.12,9.22
267.95,9.85,3.06,9.92
268,9.69,3.49,9.34
268.05,8.28,2.24,7.85
268.1,8.12,2.43,7.18
268.15,7.3,2.82,6.63
268.2,4.98,2.28,6.28
268.25,3.53,1.77,6.63
268.3,3.73,2.31,7.45
268.36,4.71,3.18,8.55
268.41,5.41,3.37,9.34
268.46,6.04,2.9,9.96
268.51,8.16,3.45,11.18
268.56,8.24,3.53,11.65
268.61,9.41,5.73,10.28
268.66,8.08,5.61,5.92
268.71,5.57,3.61,5.49
268.76,6.55,3.06,6.28
268.82,5.57,2.24,6.28
268.87,4.35,1.88,5.84
268.92,4.59,2.08,6.35
268.97,5.53,2.24,8
269.02,5.96,2.16,8.94
269.07,6.86,2.55,9.3
269.12,8.55,4.9,10.08
269.17,9.69,3.88,10.67
269.22,9.34,4.43,10
269.27,7.85,2.71,7.41
269.33,7.1,2.75,6.12
269.38,7.1,3.06,5.81
269.43,4.9,2.51,5.84
269.48,3.41,1.88,6.2
269.53,3.61,2.08,7.41
269.58,4.2,2.94,9.02
269.63,4.59,3.41,9.92
269.68,4.98,3.49,10.16
269.73,7.57,4.55,11.38
269.78,8.87,4.94,11.77
269.83,9.92,4.2,11.45
269.89,8.16,3.61,7.81
269.94,5.33,3.92,5.88
269.99,4.71,3.53,5.69
270.04,5.14,3.18,6.04
270.09,4.24,2.16,6.39
270.14,4.59,1.96,6.83
270.19,5.45,2.31,8.2
270.24,6.39,2.08,9.26
270.29,6.51,1.37,9.45
270.35,7.06,2.9,9.73
270.4,8.36,4.12,10.4
270.45,8.98,5.26,10.4
270.5,9.45,4.28,9.22
270.55,7.85,1.26,7.37
270.6,5.84,0.39,6.51
270.65,4.47,1.41,5.88
270.7,3.73,1.8,6.39
270.75,3.92,2.47,7.61
270.8,4.35,3.18,8.51
270.86,4.55,3.41,9.26
270.91,5.37,2.51,9.81
270.96,6.24,2.47,11.26
271.01,7.73,3.73,10.98
271.06,9.61,5.37,11.89
271.11,7.26,4.75,7.92
271.16,4.86,3.69,6.16
271.21,5.33,3.84,6.47
271.26,6.2,3.92,7.06
271.31,4.63,2.39,6.51
271.36,4.12,1.8,6.55
271.42,4.9,2.28,7.81
271.47,6.04,2.08,9.41
271.52,6.59,2.55,9.81
271.57,7.14,4.55,9.92
271.62,8.79,5.33,9.89
271.67,8.67,5.22,10.55
271.72,7.88,2.9,8.43
271.77,6.75,1.06,7.85
271.82,6.63,0.82,6.86
271.87,5.41,1.61,6.51
271.93,4.2,1.61,6.47
271.98,4.04,1.53,7.49
272.03,4.51,1.8,8.63
272.08,4.63,2.55,8.9
272.13,4.71,3.14,9.22
272.18,6.47,3.53,10.24
272.23,9.02,4.35,11.45
272.28,10.51,5.84,12.75
272.33,9.14,5.02,8.87
272.39,5.1,3.41,6.43
272.44,5.45,2.67,6.43
272.49,5.69,3.57,6.94
272.54,6.2,4.71,6.59
272.59,2.35,2.28,6.9
272.64,3.41,4.67,7.14
272.69,3.45,6.04,6.47
272.74,3.22,5.61,6.59
272.79,2.63,6.83,7.53
272.84,4.04,10.16,9.18
272.89,6.35,10.79,8.87
272.95,5.96,9.85,8.75
273,5.92,8.36,6.39
273.05,6.2,5.81,5.41
273.1,6,4.79,4.9
273.15,4.71,3.77,3.49
273.2,2.63,3.92,4
273.25,2.47,4.12,5.33
273.3,3.26,4.82,6.59
273.35,4.9,6.63,7.73
273.4,6.24,7.53,8.16
273.46,6.9,8.12,9.57
273.51,8.71,9.18,10.28
273.56,9.77,8.79,8.55
273.61,7.3,6.86,4.86
273.66,4.94,6.39,4.08
273.71,4.75,5.33,3.84
273.76,4.43,4.2,3.96
273.81,4.04,3.26,4.51
273.86,4.39,3.77,4.39
273.92,6.08,4.39,6.47
273.97,7.69,4.16,8
274.02,8.16,3.3,8.55
274.07,7.49,5.14,9.89
274.12,9.02,7.88,9.26
274.17,8.71,10.08,8.87
274.22,7.02,8.2,4.63
274.27,5.33,6.51,3.8
274.32,4.79,5.26,3.18
274.37,3.65,4.82,3.53
274.42,2.55,4.43,3.8
274.48,2.31,5.77,4.71
274.53,3.33,6.39,5.88
274.58,3.92,7.53,7.49
274.63,4.86,7.57,7.85
274.68,6.12,9.18,8.87
274.73,7.41,9.49,9.1
274.78,8.28,9.45,8.2
274.83,6.9,7.1,4.82
274.88,4.2,7.18,4.31
274.93,4.86,6.83,4.47
274.99,4.79,5.45,4.2
275.04,3.61,4,4.71
275.09,3.41,4.08,5.41
275.14,4.67,4.86,6.51
275.19,5.73,5.33,7.88
275.24,6.51,5.26,7.85
275.29,7.34,6.86,7.85
275.34,8.79,8.67,8.83
275.39,8.43,6.86,6.51
275.45,7.34,5.41,5.37
275.5,6.75,4.31,5.22
275.55,6.04,4.39,5.84
275.6,5.33,3.77,5.96
275.65,4.2,2.86,6.35
275.7,4.28,3.41,7.22
275.75,4.24,4.35,7.45
275.8,4.94,5.18,7.57
275.85,5.41,6.16,7.88
275.9,7.69,7.02,7.92
275.95,8.36,7.45,8.98
276.01,9.26,8.94,7.88
276.06,6.9,6.83,4.12
276.21,4.82,5.84,4.94
276.26,4.28,4.59,5.49
276.31,4.12,4.55,6.35
276.36,4.43,4.55,6.94
276.41,5.3,5.18,7.53
276.46,5.92,6.35,7.22
276.52,6.43,8.67,7.96
276.57,7.45,10.04,8
276.62,7.41,8.94,6.59
276.67,7.18,8.08,5.69
276.72,6,5.45,5.41
276.77,5.73,4.43,5.22
276.82,3.88,4.24,5.37
276.87,3.3,4.39,5.26
276.92,3.1,4.98,6.35
276.98,3.22,5.73,7.34
277.03,3.8,6,7.49
277.08,4.24,6.51,7.85
277.13,5.3,7.3,9.14
277.18,6.67,8.36,9.18
277.23,7.18,8.98,9.22
277.28,7.57,8.04,5.57
277.33,4.31,6.86,4.16
277.38,4.39,5.57,4.63
277.43,4.94,5.49,5.22
277.48,4.51,3.88,5.02
277.54,3.92,4,5.37
277.59,4.67,4.98,6.32
277.64,5.41,5.18,7.69
277.69,6.04,5.61,8.36
277.74,6.86,7.02,8.87
277.79,8.75,9.34,9.34
277.84,8.59,8.24,7.37
277.89,6.9,5.88,5.84
277.94,5.73,4.47,5.33
277.99,5.45,4.28,5.45
278.05,4.71,4.2,5.3
278.1,3.18,4.04,5.53
278.15,2.82,4.79,6.59
278.2,3.33,5.65,7.26
278.25,4.16,6.32,7.49
278.3,4.39,7.06,8.12
278.35,7.06,8.28,9.26
278.4,7.26,8,9.73
278.45,7.85,7.77,8.16
278.51,6.59,5.61,4.86
278.56,4.63,4.9,4.55
278.61,4.75,4.75,4.59
278.66,5.3,6.04,4.59
278.71,4.39,5.1,5.26
278.76,4.55,5.02,6.39
278.81,5.37,5.73,7.77
278.86,5.65,5.53,8
278.91,6.12,5.92,7.53
278.96,7.18,6.9,7.45
279.02,6.94,8.75,7.69
279.07,8.32,9.1,7.37
279.12,7.77,5.84,5.84
279.17,6.94,3.69,6.43
279.32,3.88,1.61,5.96
