NAME:,run3,,
9.06,-7.22,8.55,1.18
9.104,1.1,0.75,-1.92
9.15,0.67,-3.41,-3.57
9.195,-1.53,2,1.84
9.241,-0.82,1.77,-1.37
9.287,-11.92,1.88,1.41
9.334,-9.22,20.01,18.16
9.38,-13.77,12.4,0.43
9.427,-12.47,12.67,5.57
9.472,-4.82,9.81,4.59
9.518,-5.1,3.22,-2.35
9.564,1.22,-1.69,-3.45
9.611,-1.33,-0.35,-1.88
9.656,-2.63,-0.51,1.1
9.702,-2.94,2.43,-4.79
9.749,-20.01,6.28,20.01
9.797,-19.06,15.85,18.67
9.842,-2.75,7.73,4.24
9.889,-15.53,15.73,0.82
9.935,-3.96,4.28,-1.77
9.98,1.18,-0.43,-1.96
10.026,1.22,-2.67,-2.79
10.071,-4.08,1.61,0.24
10.116,-1.57,4.16,0.12
10.162,-2.24,11.69,6.08
10.21,-20.01,13.96,17.22
10.255,-14.95,9.57,5.06
10.301,-9.69,12.98,6.12
10.346,-5.02,5.33,0.71
10.392,-2.35,2.35,-3.02
10.438,0.75,-1.45,-2.9
10.484,-0.82,1.02,-0.04
10.529,-2.59,0.43,-0.71
10.576,-12.87,5.84,20.01
10.624,-20.01,14.63,10.43
10.671,-7.88,11.02,10.08
10.718,-16.99,14.36,3.8
10.763,-6.59,8.36,2
10.809,-0.51,3.8,-2.63
10.854,0.9,-2.35,-3.49
10.899,-1.18,0.39,0.82
10.945,-2.43,1.57,-1.29105294
11.041,-11.1,20.01,15.73
11.088,-15.06,10.32,3.8
11.135,-12,14.51,7.77
11.179,-6.83,8.28,2.39
11.225,-3.65,3.65,-2.79
11.27,0.24,0.51,-2
11.316,-1.96,0.27,-0.82
11.362,-2.39,-0.71,0.31
11.406,-2.43,1.29,5.88
11.455,-12,20.01,-14.08
11.501,-0.31,13.61,3.96
11.548,-13.45,16.28,4.79
11.594,-9.96,11.96,1.33
11.64,-4.67,6.12,-0.24
11.687,-0.39,-0.16,-2.39
11.734,-1.18,-0.75,-1.57
11.778,-1.73,1.96,0.2
11.824,-0.63,1.14,-0.39
11.872,-20.01,-3.22,13.49
11.92,-20.01,15.46,19.93
11.967,-16.24,12.98,6.86
12.014,-10.75,14.71,8.43
12.059,-5.92,4,0.12
12.104,-3.06,2.71,-2.86
12.15,2.55,-0.2,-1.53
12.197,-2.04,-0.94,-0.39
12.243,-2.67,1.57,-1.06
12.29,-12.4,1.92,20.01
12.337,-20.01,13.61,9.02
12.384,-7.37,14.59,11.18
12.43,-19.38,18.36,5.06
12.475,-6.24,7.22,1.73
12.52,0.43,1.1,-1.61
12.566,1.49,-3.92,-2.67
12.611,1.49,0.71,-0.04
12.655,-3.41,1.88,0.27
12.701,-0.51,2.16,-1.33
12.746,0.27,10.75,4.55
12.794,-20.01,17.22,13.65
12.841,-14.83,10.16,8.32
12.888,-10.12,14.83,8.36
12.934,-7.45,2.35,-1.02
12.979,1.49,-1.06,-4.28
13.025,1.45,-0.08,-0.31
13.072,-1.73,-0.98,-0.31
13.118,-2.51,0,-0.781055111
13.304,-16.32,14.36,4.591055298
13.579,0.98,0.55,-0.98
13.626,-20.01,4.43,12.75
13.674,-20.01,20.01,14.28
13.72,-14.83,8.08,5.06
13.767,-11.73,15.38,8.12
13.812,-9.06,6.79,0.63
13.857,-3.18,3.57,-2.16
13.902,2.28,0.63,-0.78
13.949,-1.22,-1.33,-1.53
13.995,-0.59,-0.31,1.37
14.039,0.55,1.26,3.26
14.088,-13.3,20.01,-20.01
14.135,-3.45,14.2,10.36
14.181,-12.83,15.81,8.16
14.226,-8.9,8.87,2.59
14.271,-4.79,3.33,2.75
14.317,2.04,-2.31,-3.92
14.363,0.67,-0.59,-1.61
14.409,-4.08,2.31,-0.08
14.453,1.69,1.22,-0.04
14.5,-13.06,7.96,14.44
14.548,-20.01,20.01,14.91
14.594,-14.55,9.65,5.26
14.641,-12.55,15.18,7.73
14.686,-7.26,8.16,0.75
14.731,-3.18,1.69,-1.96
14.777,0.94,-0.9,-1.61
14.824,-0.43,-0.82,-1.69
14.87,-0.9,-0.24,0.2
14.915,-0.63,1.06,7.85
14.964,-14.71,20.01,-19.34
15.01,-2.86,15.1,8.67
15.056,-16,17.22,5.81
15.101,-7.06,8.83,2.51
15.147,-2.75,3.45,-1.14
15.193,0.51,-2.43,-3.96
15.24,-0.82,-0.35,-0.55
15.285,-3.49,1.57,1.06
15.331,-12.4,-0.86,3.1
15.376,0.35,19.89,2.63
15.423,-15.85,10.71,1.65
15.47,-15.06,15.85,7.34
15.516,-9.06,11.73,4.47
15.562,-6.47,3.57,-0.2
15.607,1.73,-0.47,-2.04
15.653,0.78,-1.49,-0.86
15.698,-1.77,0.35,0.9
15.744,-2.71,0.27,-1.41
15.79,-5.65,1.22,20.01
15.837,-20.01,19.46,5.84
15.882,-8.39,12.83,7.34
15.929,-14.95,15.57,4.71
15.975,-7.69,10.16,2.94
16.021,-1.29,3.61,-0.16
16.067,0.24,-1.92,-2.98
16.114,-0.78,-0.35,-0.2
16.158,-3.8,0.31,0
16.204,-0.31,1.92,-0.39
16.251,-19.81,3.37,14.75
16.299,-20.01,13.77,15.14
16.346,-14.4,13.85,6.63
16.393,-11.06,12.63,6.04
16.438,-6.59,7.65,1.84
16.483,-2.86,1.61,-0.75
16.529,0.12,-0.39,-0.98
16.575,-1.92,0.43,-0.82
16.622,-1.22,-1.26,-0.63
16.668,-6.51,4.12,10.9
16.715,-18.2,9.69,13.73
16.762,-10.9,12.94,9.81
16.808,-15.81,15.61,7.53
16.853,-7.69,9.06,2.79
16.898,-4.35,5.61,1.14
16.945,-0.04,-1.57,-2.55
16.992,-0.67,-1.02,-1.8
17.038,-2.43,-0.08,0.43
17.083,-1.26,2.51,-0.47
17.129,-7.14,9.34,12.51
17.175,-19.42,8.71,3.33
17.222,-15.22,13.02,6.32
17.269,-10.36,12.24,6.39
17.314,-7.73,8.24,2.24
17.36,-2,4.24,-0.55
17.405,-0.16,0.04,-1.37
17.452,-2.08,-0.39,-0.9
17.498,-1.06,-2,0.39
17.543,-3.26,2.59,1.92
17.59,-17.02,7.88,20.01
17.637,-11.1,12.71,9.61
17.683,-14,16.59,7.26
17.73,-13.26,11.81,2.12
17.775,-5.02,7.81,1.61
17.82,1.18,1.26,-0.67
17.867,-0.9,-2.67,-1.65
17.913,-2.79,-0.47,1.29
17.957,2.2,3.69,-0.98
18.004,-10.36,-0.71,3.69
18.05,-6.9,16.12,9.49
18.097,-18.67,13.34,4.82
18.144,-12.47,14.51,5.14
18.19,-9.3,12.24,4.35
18.235,-7.06,6.16,0.98
18.28,-1.57,1.84,-0.98
18.325,0.86,0,-0.9
18.371,-1.06,-0.82,0.12
18.418,-1.26,-1.26,-0.39
18.463,-1.84,3.41,9.18
18.512,-12.71,20.01,-16.91
18.557,-8.2,13.57,5.18
18.604,-12.87,15.81,6.281060597
18.788,-0.39,0.67,-0.201060779
19.065,-10.75,12.98,8
19.11,-6.98,7.81,2.08
19.155,-2.94,4.59,-0.2
19.2,0.12,0.31,-1.65
19.247,-1.18,-2.51,-1.22
19.294,-0.12,-0.47,-0.27
19.341,-4.24,-1.29,-1.88
19.388,-12.63,7.41,20.01
19.435,-20.01,20.01,8.51
19.48,-7.1,11.38,7.88
19.527,-18.08,16.44,3.73
19.573,-7.06,10.28,2.98
19.619,-1.37,1.77,-1.45
19.665,0.98,-4,-3.57
19.71,-0.24,1.37,0.43
19.755,-3.57,-0.2,0
19.801,-2.12,0.39,-0.9
19.848,-15.26,11.92,1.61
19.896,-20.01,14.67,16.2
19.942,-15.02,7.45,6.71
19.99,-12.51,17.85,10.28
20.035,-9.3,5.61,1.29
20.08,-3.57,1.84,-1.69
20.126,2.67,-0.98,-0.27
20.173,-0.9,-2.51,-1.26
20.219,-0.39,0.47,-0.2
20.266,-3.1,-0.98,-0.2
20.312,-5.41,6.51,20.01
20.36,-20.01,12.91,10.67
20.407,-10.63,14.83,11.18
20.454,-15.53,13.26,4.67
20.5,-9.73,12.51,3.88
20.545,1.69,5.22,-3.33
20.591,0.86,-3.02,-3.1
20.636,0.78,-0.59,0.31
20.681,-3.41,4.39,-0.78
20.727,2,-1.22,-0.04
20.774,-19.97,-3.88,5.26
20.821,-9.49,20.01,18.75
20.867,-13.89,9.96,1.22
20.914,-15.02,18.36,7.14
20.96,-10.16,8.43,2.16
21.004,-7.06,4.79,0.39
21.049,3.49,0.75,-1.1
21.096,-0.16,-2.43,-0.78
21.142,-0.35,0.86,-0.9
21.189,-2.04,-1.96,-0.12
21.233,-0.78,0.98,7.37
21.281,-20.01,20.01,-3.06
21.327,-5.1,18.36,8
21.374,-15.57,14.24,5.73
21.421,-10.79,10.28,2.86
21.467,-1.61,4.94,-0.98
21.513,1.57,-2.31,-1.88
21.558,1.53,-3.18,-1.65
21.603,-1.8,2.35,0.98
21.649,-0.98,0.16,-1.29
21.696,-20.01,-0.67,0.78
21.743,-9.49,20.01,14.87
21.789,-15.89,7.53,1.49
21.836,-13.65,17.65,7.77
21.881,-8.71,10.43,4.12
21.926,-4.82,3.26,0.82
21.972,1.22,-0.08,-1.57
22.019,-0.67,-2.28,-1.92
22.065,-1.49,-0.86,0.31
22.112,-2.51,-0.94,-1.8
22.157,-1.41,4.75,17.97
22.206,-14.47,20.01,-20.01
22.252,-8.39,13.65,4.59
22.299,-17.18,18.08,3.92
22.345,-7.61,11.61,3.61
22.39,0.39,4.12,-2.98
22.436,1.45,-3.18,-2.2
22.481,1.18,-3.33,-0.08
22.526,-1.26,1.69,0.2
22.572,-0.71,0.2,-0.63
22.619,-19.26,-1.57,6.59
22.667,-12.43,20.01,17.06
22.713,-15.3,9.65,3.65
22.76,-14.63,18.75,9.1
22.804,-9.89,7.88,2.08
22.85,-3.73,0.71,-1.8
22.896,2.55,-2.71,-1.18
22.943,-0.63,-3.37,-1.88
22.988,-0.59,1.53,0.78
23.035,-2.2,-1.41,-0.24
23.079,1.14,6.12,14.87
23.128,-18.48,20.01,-20.01
23.174,-3.96,12.63,8.51
23.221,-20.01,18.24,4.63
23.267,-9.38,10.2,3.1
23.312,-4.79,4.12,4.47
23.357,1.57,-1.92,-3.57
23.403,2.16,-2.59,-0.39
23.448,-2.79,1.92,1.37
23.493,0.39,0.12,-0.59
23.54,-13.57,1.18,-2.04
23.587,-0.12,20.01,13.14
23.635,-20.01,12.32,-5.02
23.681,-13.18,18.44,5.41
23.728,-11.18,11.81,4.75
23.774,-8.43,3.3,-0.9
23.819,1.96,0,-0.98
23.865,1.53,-2.67,-0.75
23.912,-1.22,-0.47,-0.51
23.957,-1.49,-0.98,0.51
24.001,0.2,1.69,1.29
24.049,-20.01,15.57,18.44
24.096,-1.88,13.06,11.06
24.143,-15.3,17.22,7.651066137
24.601,-15.65,9.26,5.88
24.649,-11.57,15.57,10.08
24.694,-8.63,6.98,1.57
24.74,-1.41,2.08,-1.26
24.787,-0.71,-0.86,-1.8
24.833,-1.61,-0.98,-2.9
24.879,-1.49,0.12,-0.43
24.926,-2.75,-1.77,-1.33
24.973,-16.67,6.35,20.01
25.02,-20.01,14.75,9.92
25.066,-6.67,12.28,6.12
25.113,-19.69,18.28,2.98
25.158,-8.71,12.36,3.26
25.203,-2.82,5.1,0.94
25.249,0.94,-2.35,-2.43
25.296,-0.43,-0.59,-0.67
25.342,-2.39,0.12,-0.35
25.386,1.92,0.63,0.63
25.431,-20.01,0.55,7.53
25.479,-11.38,20.01,17.1
25.526,-13.26,7.45,-1.29
25.574,-11.96,17.69,10.24
25.621,-12.04,12.63,4.28
25.666,-5.61,4.71,0.39
25.711,0.51,1.73,-0.16
25.757,-0.27,-2.24,-0.98
25.803,0.08,-0.51,-1.73
25.849,-1.92,-0.47,0.43
25.895,-2.08,3.02,11.02
25.944,-18.63,20.01,-14.91
25.99,-1.65,10.12,7.77
26.037,-16.32,14.83,5.92
26.083,-13.38,13.1,3.45
26.129,-7.1,10.94,2.12
26.175,-1.26,2.94,-1.37
26.221,1.14,-2.59,-1.73
26.267,0.78,-2.75,-0.35
26.312,-3.96,1.1,0.16
26.357,-0.04,1.41,-1.1
26.403,-14.4,4.39,9.89
26.451,-15.57,20.01,16.24
26.497,-14.75,8.16,4.08
26.544,-13.81,20.01,8.67
26.59,-10.9,9.69,0.9
26.635,-3.57,3.3,0
26.679,0.12,0.31,-2
26.726,-0.04,-1.02,-0.78
26.771,-0.35,0.16,0.31
26.816,1.33,-0.67,0.9
26.86,0,3.06,8.16
26.907,-20.01,20.01,-9.49
26.953,-0.63,11.53,5.41
27,-18.48,16.87,7.06
27.047,-11.53,12.28,3.84
27.092,-5.45,5.73,1.88
27.138,0.47,-1.41,-2.79
27.183,0.24,-1.92,-1.26
27.228,-1.18,2.55,1.22
27.274,0.86,-0.63,-1.8
27.321,-11.41,-0.35,1.84
27.367,-6.86,20.01,8.67
27.415,-17.18,14.04,-5.33
27.462,-14.44,18.16,5.26
27.508,-10.51,13.53,4.28
27.553,-7.34,7.85,1.69
27.599,-1.61,1.14,-1.49
27.645,1.29,-1.84,-0.75
27.692,-1.1,-0.78,-1.41
27.737,-1.61,0.47,0.12
27.783,-2.08,-0.43,-0.24
27.83,-16.67,7.92,20.01
27.878,-16.95,12.4,19.53
27.925,-12.75,14.59,8.55
27.972,-15.49,13.73,3.1
28.017,-5.57,9.85,2.86
28.063,-0.67,0.75,-2.2
28.108,0.67,-4.12,-2.24
28.152,0.08,1.53,0.86
28.198,-2.47,1.1,-1.29
28.244,-9.92,-1.29,2.63
28.29,-3.77,20.01,7.69
28.338,-18.36,13.06,-5.41
28.385,-15.65,19.06,6.67
28.43,-9.89,13.18,4.59
28.475,-8.16,5.73,1.61
28.522,-0.2,-0.08,-1.92
28.568,1.73,-1.45,-0.55
28.615,-1.92,-0.78,-1.49
28.658,0.39,0.31,0.71
28.703,-1.53,1.02,2.04
28.75,-20.01,6.83,20.01
28.797,-8.43,13.49,17.06
28.843,-9.41,12.16,9.77
28.89,-16.04,14.44,4.08
28.935,-6.12,9.96,3.41
28.979,1.1,1.41,-5.45
29.025,0.27,-4.24,-3.45
29.07,1.53,1.73,-0.24
29.115,-3.69,1.73,0.39
29.161,0.86,-1.18,-0.86
29.208,-20.01,-2.94,16.12
29.256,-11.06,20.01,16.67
29.302,-14.2,6.75,0.86
29.349,-13.96,18.4,7.45
29.396,-10.51,10.67,1.84
29.441,-6.47,5.53,1.18
29.486,0.43,0.75,-1.06
29.531,0.63,-1.14,-0.78
29.578,-1.18,-1.65,-1.61
29.623,0.31,-0.51,0.081071614
30.08,-2.63,1.22,-0.24
30.126,-0.35,0.31,-0.71
30.172,-20.01,1.22,1.45
30.22,-20.01,18.04,20.01
30.267,-14.87,10.28,6
30.314,-11.85,14.36,8.51
30.361,-10.55,10.12,2.08
30.406,-4.28,4.71,-0.39
30.452,0.16,-0.12,-1.65
30.498,0.86,-2.04,-1.77
30.545,-1.22,-0.2,-1.26
30.592,-1.73,-0.16,-0.04
30.637,-0.67,3.33,2.08
30.685,-19.02,20.01,-9.89
30.73,-4.94,11.22,7.96
30.778,-13.77,15.93,11.06
30.825,-10.47,12.08,4.86
30.871,-6.32,11.26,3.73
30.917,0.31,-0.63,-2.2
30.963,0.63,-3.77,-4.2
31.007,-0.51,2.47,0.35
31.053,-2.98,0.43,-0.9
31.098,1.65,1.45,-1.37
31.145,-20.01,1.1,19.18
31.193,-16.63,20.01,18.87
31.239,-15.26,7.69,7.02
31.286,-13.81,17.69,8.43
31.332,-11.22,11.65,2.47
31.378,-6.55,4.12,-0.12
31.424,1.29,-0.63,-1.8
31.47,1.1,-2.04,-0.63
31.517,-2.31,-0.24,-1.77
31.563,-2.43,-0.47,0.08
31.607,-1.33,2.59,3.37
31.655,-19.89,20.01,-2.63
31.703,-11.92,11.69,14.71
31.75,-12.71,13.61,9.77
31.797,-11.53,13.34,4.86
31.843,-4.98,10.59,4.04
31.888,1.96,1.37,-5.37
31.935,-0.75,-3.96,-3.77
31.979,-0.12,1.77,0.08
32.025,-3.26,1.18,-0.12
32.071,-0.24,0.47,-0.82
32.119,-20.01,-0.08,18.79
32.167,-20.01,18.36,19.3
32.213,-14.75,9.18,7.92
32.26,-14.36,18.48,9.22
32.305,-11.1,8.71,2.55
32.351,-4.28,1.26,-1.18
32.397,2.16,-2.47,-2.63
32.444,-0.08,-2.31,-1.77
32.489,-0.27,1.73,2.04
32.534,-0.94,-0.43,1.45
32.581,-20.01,8.47,13.26
32.628,-6.94,13.81,14.28
32.675,-10.43,13.42,9.49
32.722,-14.67,14.4,2.94
32.768,-8.12,13.96,0.98
32.813,0.59,1.1,-2.12
32.859,-0.67,-3.06,-2.28
32.903,0.9,2.24,0.78
32.949,-4.08,1.49,-0.59
32.996,-9.1,-2.98,-0.16
33.041,3.65,10.59,2
33.087,-20.01,4.98,2.75
33.133,-19.5,17.06,9.38
33.18,-11.61,12.59,6.32
33.225,-8.24,5.41,0.78
33.272,-1.33,-0.12,-2.24
33.318,1.88,-2.35,-2.16
33.364,-2.51,0.47,-2.75
33.407,0.31,0.86,0.16
33.453,-0.67,-1.14,0.63
33.5,-19.34,4.63,20.01
33.547,-20.01,5.73,17.38
33.594,-10.16,10.83,9.81
33.641,-19.53,15.73,5.45
33.687,-8.2,12.79,3.69
33.731,-0.86,4.24,0.16
33.777,0.43,-3.26,-2.24
33.823,1.61,-0.2,-0.12
33.868,-3.84,3.18,0.12
33.913,1.84,0.43,-0.24
33.959,-20.01,-7.3,8.47
34.007,-10.98,20.01,19.89
34.054,-14.24,2.55,-2
34.101,-13.49,19.73,9.89
34.148,-11.18,11.14,3.65
34.194,-6.71,2.2,-0.51
34.24,1.29,-0.59,-1.73
34.286,1.53,-2.08,-1.73
34.331,-2.31,0.12,-1.06
34.376,-0.94,0.39,1.26
34.422,-3.3,1.49,-4.12
34.469,-20.01,4.12,20.01
34.517,-19.61,12.91,16.95
34.564,-8.75,11.02,12.79
34.611,-18.16,18.16,3.49
34.655,-4.39,8.55,2.43
34.7,1.8,1.49,-1.8
34.746,0.39,-4.59,-4.08
34.791,1.73,0.59,-0.16
34.837,-4.79,2.75,-0.35
34.883,-0.39,-0.55,-0.67
34.929,-1.77,11.41,4
34.977,-20.01,16.32,20.01
35.023,-18.04,9.85,6.67
35.07,-14.12,18.01,9.61
35.116,-9.49,10.08,2.551077109
35.39,0.27,3.06,7.371077386
35.577,-9.22,12.98,3.69
35.622,-6.94,9.06,2.16
35.668,1.02,-1.06,-2.39
35.714,0.59,-4.16,-3.37
35.759,-1.06,2.9,-0.08
35.805,-3.73,1.49,-0.04
35.851,-4.47,-1.53,0.55
35.897,-4.67,10.51,4.04
35.944,-20.01,8.47,12.43
35.99,-16.91,8.32,7.85
36.037,-13.1,16.75,9.14
36.081,-9.81,8.55,1.37
36.127,-3.1,2.71,-1.26
36.173,1.8,-0.27,-1.96
36.22,-0.35,-2.12,-1.8
36.266,-1.8,1.29,-1.26
36.313,-1.41,-1.37,-0.12
36.356,1.22,2.63,5.41
36.403,-16,4.9,17.65
36.45,-9.45,15.77,11.96
36.498,-10.12,11.69,11.1
36.545,-14.16,16.2,6.12
36.59,-6.67,8.75,2.98
36.636,-1.06,1.73,-1.84
36.681,0.16,-2.43,-2.55
36.726,0.04,0,-0.59
36.772,-2.9,1.06,-0.98
36.818,0.27,-0.59,-1.1
36.865,-13.38,4.31,10.24
36.913,-11.38,20.01,18.16
36.958,-17.42,4.55,4.35
37.006,-12.43,20.01,10.51
37.053,-12.47,11.57,2.79
37.098,-7.57,5.77,0.16
37.143,0.35,0.98,-1.49
37.189,1.41,-2.79,-2.35
37.236,-2.39,-0.04,-1.69
37.281,-0.67,0.51,-0.24
37.328,-2.43,-1.14,-1.18
37.375,-19.34,3.69,20.01
37.423,-20.01,16.63,12.51
37.469,-7.77,10.75,8.79
37.516,-16.16,16.51,5.06
37.562,-8.55,13.38,3.8
37.606,0,3.26,-0.98
37.652,1.8,-3.41,-2.55
37.698,-0.2,1.8,-1.65
37.744,-2.59,3.45,-0.04
37.791,-0.27,-2.59,-0.51
37.838,-20.01,6.79,10.87
37.886,-13.69,20.01,20.01
37.931,-16.59,6.67,4.71
37.978,-15.53,20.01,9.96
38.025,-11.57,10.98,3.18
38.071,-3.37,4.31,-1.14
38.116,1.02,0,-1.88
38.163,-0.63,-1.69,-1.61
38.208,-2.35,0.63,-1.33
38.254,-1.02,-1.26,0.71
38.3,-2.47,0.04,-1.57
38.347,-20.01,4.59,20.01
38.395,-20.01,14.79,17.57
38.442,-7.49,10.2,11.81
38.489,-15.89,18.2,6.35
38.534,-7.34,10.36,3.14
38.58,-1.73,0.35,-2.55
38.626,0.71,-4.04,-3.77
38.671,0.2,1.96,-0.47
38.717,-3.61,2.9,-0.27
38.763,0.43,-2.28,-1.06
38.809,-20.01,-2.51,6.83
38.857,-12.63,20.01,19.73
38.903,-16.55,6.04,3.8
38.95,-13.26,19.85,8.08
38.997,-12.51,10.63,3.73
39.042,-8.04,8.08,1.57
39.088,-1.1,2.63,-0.78
39.133,1.8,-1.57,-2.12
39.18,-2.67,-1.49,-2.71
39.226,-0.94,1.26,-0.55
39.272,-0.98,-1.8,0.24
39.317,2.9,3.84,11.92
39.365,-7.06,20.01,-18.16
39.412,-10.24,11.85,1.61
39.458,-12.4,12.59,5.65
39.505,-10.55,14.83,4.79
39.551,-8.04,10.16,1.37
39.597,-0.2,0.27,-2.12
39.644,-0.24,-1.65,-3.26
39.69,-1.61,1.69,-0.67
39.737,-3.1,-0.12,-1.29
39.782,-0.86,-1.73,1.14
39.828,-6.47,8.59,10.71
39.874,-20.01,7.14,2.86
39.921,-15.14,11.41,6.75
39.968,-13.18,16.24,8.79
40.014,-11.1,9.81,1.73
40.058,-5.69,8.04,1.69
40.104,-0.47,2.28,-1.61
40.15,1.96,-1.22,-1.57
40.197,-2.47,-0.98,-1.1
40.242,-0.59,0.04,0.27
40.289,-2.28,-1.14,-0.08
40.336,-19.81,10.59,6.86
40.382,-3.73,15.89,11.61
40.429,-10.63,11.69,9.22
