NAME:,run_4_1.csv,,
EXPERIMENT TIME:,25-05-22 18:21,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,164,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
24.258,-9.61,18.55,14.32
24.295,1.45,-2.63,16.2
24.323,4.16,-9.57,10.32
24.356,5.53,-1.88,20.01
24.397,-4.75,5.26,10.04
24.867,-3.02,-1.14,4.39
25.365,-3.02,-2.04,2.82
25.391,0.71,-2.71,-1.69
25.394,-3.69,-0.63,-0.12
25.407,-0.51,1.84,16.36
25.413,2.08,-3.49,15.06
25.418,1.76,-12.47,19.26
25.437,1.41,-2.63,17.02
25.462,-0.24,-2.35,7.1
25.494,0.16,2.55,-1.65
25.527,1.22,-1.06,-4.2
25.564,2.08,-1.8,-0.35
25.596,-3.33,0.35,4.12
25.629,-1.49,-2.86,7.57
25.661,15.22,-2.39,20.01
25.688,-2.86,12.79,10
25.729,9.49,-6.67,14.51
25.766,0.24,-8.67,16.99
25.797,-3.3,1.92,20.01
25.832,-0.75,5.96,12.28
25.854,-4.2,-0.27,6.04
25.894,-1.73,-1.53,2.82
25.921,-3.18,0,0.82
25.939,-1.06,-1.57,0.43
25.971,-3.18,-1.65,1.45
26.004,-3.3,-4.16,9.85
26.036,-1.33,-7.61,20.01
26.071,-3.18,2.71,20.01
26.105,1.45,-0.75,19.26
26.135,-0.24,-1.73,16.99
26.172,0.27,-4.35,8.2
26.204,0.75,0.86,2.9
26.233,-0.86,2,-2.24
26.266,1.73,-3.73,-2.51
26.303,-4.47,0.04,4.9
26.334,1.1,-1.57,7.3
26.368,-18.08,-12.71,18.2
26.403,-5.3,14.59,1.29
26.433,17.93,-7.02,13.38
26.466,-1.1,-9.49,13.53
26.5,-3.61,-0.47,19.89
26.534,-2.59,6.86,13.3
26.569,-0.86,1.02,4.51
26.596,2.43,-2.04,1.45
26.63,-3.3,-1.49,1.02
26.647,0.71,0.12,-0.94
26.674,-2.47,-1.06,1.26
26.72,-17.89,-1.53,12.32
26.751,-0.39,-10.4,20.01
26.769,-1.8,1.37,18.24
26.8,2.47,-0.63,19.02
26.833,-1.45,-2.71,18.36
26.865,0.75,-4.31,7.26
26.901,0.24,1.88,2.98
26.933,0.39,1.53,-3.1
26.966,0.9,-3.37,-3.53
27.009,-3.06,0.47,2.75
27.03,0.63,-2.59,7.41
27.101,5.37,-5.92,20.01
27.168,5.3,-7.1,11.85
27.235,4.28,-2.39,18.2
27.269,-0.31,5.81,10.32
27.294,-1.49,-2,5.53
27.329,-3.88,0.94,1.65
27.367,0.86,-0.47,0.98
27.393,-2.55,-2.31,1.29
27.428,-16.67,-4.12,12.43
27.46,7.96,-7.18,20.01
27.481,-3.1,2.63,18.87
27.502,0.86,0,20.01
27.559,-0.24,-3.49,17.1
27.59,0.59,-3.92,7.57
27.616,1.29,1.8,3.06
27.654,-0.78,1.77,-4.12
27.682,2.51,-3.33,-4
27.702,-0.43,-0.16,1.61
27.728,1.57,-1.84,7.65
27.766,-20.01,-20.01,13.49
27.793,-15.46,19.61,19.5
27.826,-0.35,-1.14,9.61
27.862,-0.16,-10.28,12.87
27.898,7.3,-7.18,20.01
27.927,-8.94,5.57,17.18
27.962,-2.31,-0.9,6.59
27.991,0.55,0.27,3.37
28.035,-5.92,1.22,3.61
28.064,0.98,-0.39,-0.86
28.095,-2.71,-2.47,1.84
28.134,-6.24,1.37,3.02
28.159,-8.24,-2,18.4
28.192,-7.88,-7.96,20.01
28.224,5.18,-2.16,16
28.259,-1.92,1.41,19.42
28.297,2.16,-7.73,12.55
28.317,0.47,-2.59,6.12
28.346,0,4.24,0.51
28.379,-1.02,-0.27,-2.16
28.413,1.06,-2.86,-0.75
28.447,-4.71,-1.8,5.41
28.48,9.3,0.67,20.01
28.512,-12.2,12.55,20.01
28.546,5.69,-5.22,12.98
28.579,-2.67,-9.38,15.38
28.611,2.86,-3.96,17.97
28.647,-3.77,4.51,15.06
28.68,-2.79,4.31,7.96
28.714,0.31,-1.92,2.35
28.745,-3.37,-1.14,3.26
28.764,-3.06,0.55,1.41
28.782,-1.96,-2.16,0
28.819,-10.43,2.31,3.45
28.851,-5.88,-5.18,17.81
28.884,-5.41,-7.18,20.01
28.954,2.71,1.92,18.87
28.977,-1.06,0.86,19.38
29.023,3.45,-6.75,13.89
