"NAME:","run_5_1.csv"
"EXPERIMENT TIME:","25-05-22 15:25"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","100"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"19.927","1.14","5.33","-3.84"
"20.083","11.18","1.92","-5.45"
"20.085","20.01","4.82","-0.82"
"20.087","20.01","-1.29","3.18"
"20.089","15.18","2.67","1.65"
"20.091","13.73","2.20","2.71"
"20.247","8.59","-2.35","-0.98"
"20.249","0.75","-0.59","-2.20"
"20.251",".94","2.75","-1.45"
"20.253",".00","2.67","-4.04"
"20.255","1.41","-0.24","-2.47"
"20.413","2.28","-2.04","-0.35"
"20.415","3.33","8.63","-8.20"
"20.417","20.01","1.41","2.43"
"20.419","10.63","-1.22","2.51"
"20.42","15.14","5.10","5.06"
"20.575","20.01","2.90","1.88"
"20.577","15.73","-0.16","0.86"
"20.578","19.02","-5.22","-0.08"
"20.58","9.81","3.22","1.80"
"20.581","-4.16","4.51","-4.55"
"20.736",".61","-0.39","-8.04"
"20.738",".49","0.31","-1.73"
"20.74","0.39","-0.16","-2.16"
"20.742","0.16","3.10","-4.51"
"20.743","9.34","0.31","-5.26"
"20.9","20.01","3.22","6.04"
"20.902","20.01","-3.61","5.92"
"20.904","18.55","3.14","2.16"
"20.906","15.14","1.37","2.24"
"20.907","8.55","-1.06","2.71"
"21.064","4.20","-2.43","-3.14"
"21.066",".51","1.33","-0.63"
"21.068",".51","2.47","-3.02"
"21.07",".43","0.00","-2.90"
"21.071","0.94","-1.92","-2.35"
"21.227","6.67","9.34","-6.24"
"21.229","20.01","-1.57","-1.33"
"21.233","8.71","1.02","2.71"
"21.235","13.38","4.86","5.45"
"21.237","20.01","-0.04","2.79"
"21.239","15.10","-3.22","-0.24"
"21.406","8.04","-3.88","-4.51"
"21.408","10.98","3.65","1.14"
"21.409","7.06","7.14","-1.26"
"21.411","0.67","0.67","-7.30"
"21.413","0.35","-1.10","-2.04"
"21.579","0.35","0.04","-2.59"
"21.581","2.31","4.90","-5.45"
"21.582","8.51","3.61","-5.41"
"21.584","20.01","7.06","2.63"
"21.586","20.01","-4.31","2.75"
"21.752","20.01","2.71","2.51"
"21.754","13.30","1.14","2.51"
"21.755","12.04","-1.29","-0.59"
"21.763","1.06","-1.45","-3.26"
"21.765",".35","3.30","-1.33"
"21.767",".08","3.14","-1.69"
"21.932","0.31","-1.29","-2.86"
"21.934","1.41","-0.75","-2.51"
"21.942","19.18","-2.63","-1.65"
"21.944","8.75","4.31","4.24"
"21.948","-15.57","4.04","2.04"
"22.124","15.57","4.79","3.84"
"22.126","18.95","-0.47","1.26"
"22.128","18.87","-2.16","-0.51"
"22.129","12.94","-3.30","-1.18"
"22.131","6.98","5.53","-1.26"
"22.132","0.94","1.49","-7.61"
"22.301","2.71","-1.37","-3.80"
"22.305",".90","0.86","-2.63"
"22.306","1.41","2.12","-5.33"
"22.308","6.08","4.43","-2.82"
"22.31","20.01","8.12","-0.59"
"22.311","20.01","-4.39","4.55"
"22.48","20.01","3.33","1.73"
"22.481","15.46","2.16","0.71"
"22.483","12.12","0.16","1.65"
"22.485","6.90","-0.90","-1.53"
"22.486",".63","0.24","-0.82"
"22.656",".81","3.53","-2.16"
"22.657","0.08","-1.77","-2.63"
"22.659","3.02","-2.28","-3.53"
"22.661","10.24","12.20","-11.10"
"22.662","20.01","-0.55","0.20"
"22.664","9.49","1.88","4.94"
"22.832","12.59","4.59","2.86"
"22.833","20.01","-1.92","2.31"
"22.835","-11.77","-2.82","-1.26"
"22.836","-20.01","-1.06","-2.43"
"22.838","9.73","4.08","0.20"
"23.007","4.94","3.69","-3.49"
"23.009","0.20","2.00","-5.37"
"23.011","0.90","0.31","-2.71"
"23.012","0.75","-1.06","-6.04"
"23.014","2.86","2.28","-1.10"
"23.016","14.28","2.63","-4.28"
"23.187","20.01","11.30","-2.20"
"23.189","20.01","-1.33","1.96"
"23.191","19.97","1.45","0.75"
"23.193","-15.65","2.67","2.75"
"23.194","7.81","-2.28","-2.63"
"23.196",".59","-2.28","-2.31"
"23.366",".47","2.47","-0.78"
"23.368",".98","-0.08","-1.96"
"23.37","0.67","1.18","-4.59"
"23.371","4.28","-1.18","-2.55"
