NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,25-05-22 18:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
16.331,-3.45,-0.35,5.92
16.35,-2.43,-0.75,6.47
16.383,-2.79,-0.12,7.61
16.412,-3.22,-0.16,7.14
16.446,-3.88,-0.82,6.75
16.483,-3.8,0.16,11.41
16.519,-3.73,-2.24,11.92
16.549,-3.65,-2.12,13.85
16.58,-4.59,4.2,13.65
16.656,-4.39,-2.08,15.65
16.726,-7.57,-0.59,12.51
16.999,-9.45,2.59,5.69
17.485,-5.45,-3.88,11.96
17.517,-4.59,-7.96,14.12
17.519,-4.75,-4.98,14.2
17.526,-2.75,-0.2,6.24
17.533,-1.84,-4.31,18.16
17.547,-3.61,-0.47,7.65
17.569,-5.02,-1.88,11.85
17.602,-5.1,-5.06,14.98
17.641,-2.79,-1.14,11.89
17.674,-5.3,3.77,15.18
17.706,-6.12,-5.14,16.48
17.728,-12.83,2.82,7.92
17.763,-4.79,0.16,8.87
17.781,-6.2,-6.28,10.4
17.815,-1.73,-6.28,14.47
17.848,-4.86,-2.04,10.55
17.925,-4.43,1.14,3.96
17.948,0.98,-2.12,3.69
17.997,0.94,-2.67,5.61
18.054,-0.16,-2.39,4.82
18.079,2,-3.53,7.45
18.096,1.88,-3.02,8.32
18.119,1.84,-0.94,12.12
18.152,-1.53,-1.41,19.97
18.187,5.61,-5.57,12.71
18.22,-0.78,-7.34,15.89
18.246,-8.16,-6.75,13.45
18.263,-0.78,-6.63,8.2
18.296,-3.77,-0.47,6.98
18.33,-2.51,-1.33,10.87
18.372,-1.26,-4.28,9.53
18.409,-0.78,-2,7.02
18.445,-3.06,0.08,4.63
18.475,-3.45,-0.39,6.86
18.511,-3.53,-0.55,7.26
18.525,-3.1,-0.55,8.55
18.552,-0.35,-1.22,6.55
18.586,-2.43,0.31,7.41
18.622,-4.2,-0.55,11.92
18.654,-3.8,-4.98,14.98
18.688,-4.94,0.31,12.94
18.722,-4.71,3.06,14.24
18.757,-5.53,-5.81,15.26
18.789,-11.69,2.28,9.26
18.867,-4.71,2.55,7.26
19.011,-6.9,-5.06,14.67
19.06,-4.2,-0.98,10.75
19.089,-3.41,0.55,2.47
19.092,-0.35,-2.39,5.37
19.093,0.08,-2.82,5.3
19.095,0.12,-2,6.63
19.11,1.41,-4.47,7.88
19.141,1.33,-2.08,9.45
19.216,3.41,-0.94,15.81
19.282,-2.75,-2.59,19.06
19.321,4.82,-5.57,12.36
19.34,0.71,-7.45,15.3
19.361,-1.14,-1.02,9.61
19.396,-0.43,-1.18,10.12
19.43,-1.84,-2.51,7.18
19.463,-3.53,-1.49,8.12
19.499,-3.33,-0.63,4.94
19.533,-3.1,-0.59,7.18
19.566,-3.41,-0.39,7.18
19.591,-2.67,-1.02,7.18
19.607,-1.61,-1.22,6.2
19.657,-4.28,0.43,9.73
19.692,-4.04,-1.8,12.51
19.725,-2.35,-4.82,14.2
19.759,-3.37,1.22,12.55
19.789,-5.57,1.69,14.75
19.821,-6,-5.77,15.3
19.839,-12.16,3.02,6.94
19.864,-6,-2.86,11.61
19.898,-3.65,-7.02,14.59
19.932,-4.67,-3.84,13.57
19.967,-0.47,-0.75,5.96
20.001,-3.61,0.75,2.86
20.034,0.55,-3.49,4.24
20.065,-0.55,-2.63,5.26
20.102,0.31,-2.31,5.18
20.134,0.27,-1.45,6.43
20.167,2.43,-2.67,7.73
20.199,2.24,-3.06,10.16
20.238,2.51,-1.69,16.71
20.274,-0.82,-2.51,18.44
20.306,4.9,-4.12,11.45
20.323,2.2,-5.26,16.67
20.351,-6.08,-10.71,10.71
20.383,-2.24,-4.35,7.88
20.419,-0.71,-1.49,10.04
20.491,0.2,-1.14,10.51
20.562,-3.06,-2.67,7.57
20.601,-2.82,-1.57,7.77
20.64,1.41,-0.86,1.73
20.643,-4.63,-0.86,8.2
20.645,-3.77,-0.35,7.53
20.66,-0.59,-1.26,6.63
20.686,-1.18,-0.59,6.47
20.743,-4.51,0.55,9.85
20.815,-3.96,-4.79,14.36
20.876,-4.75,1.8,12.12
20.921,-4.71,0.47,15.34
20.956,-5.02,-5.18,14.79
20.957,-11.57,3.96,7.53
20.959,-6.16,-0.27,10.9
20.971,-3.88,-6.39,11.57
20.996,-4.47,-6.08,14.16
21.029,-2.24,-1.69,12.12
21.064,-2.59,0.12,3.77
21.099,0.67,-3.3,5.22
21.137,-0.39,-2.47,5.92
21.163,-0.35,-2.24,4.82
21.197,0.16,-2.39,5.45
